customer_id,First Month,Second Month,Third Month,Fourth Month,Fifth Month,Sixth Month
277,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
278,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
279,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
280,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
281,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
282,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
283,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
284,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
285,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
286,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
287,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
288,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
289,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
290,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
291,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
292,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
293,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
294,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
295,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
296,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
297,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
298,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
299,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
300,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
301,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
302,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
303,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
304,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
305,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
306,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
307,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
308,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
309,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
310,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
311,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
312,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
313,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
314,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
315,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
316,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
317,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
318,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
319,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
320,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
321,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
322,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
323,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
324,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
325,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
326,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
327,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
328,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
329,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
330,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
331,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
332,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
333,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
334,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
335,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
336,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
337,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
338,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
339,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
340,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
341,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
342,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
343,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
344,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
345,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
346,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
347,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
348,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
349,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
350,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
351,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
352,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
353,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
354,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
355,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
356,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
357,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
358,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
359,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
360,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
361,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
362,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
363,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
364,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
365,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
366,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
367,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
368,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
369,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
370,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
371,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
372,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
373,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
374,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
375,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
376,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
377,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
378,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
379,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
380,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
381,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
382,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
383,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
384,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
385,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
386,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
387,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
388,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
389,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
390,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
391,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
392,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
393,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
394,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
395,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
396,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
397,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
398,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
399,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
400,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
401,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
402,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
403,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
404,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
405,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
406,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
407,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
408,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
409,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
410,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
411,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
412,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
413,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
414,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
415,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
